calendar.date,census,replicate,microsite,sampling.method,pan.colour,order,family,total.abundance
27/04/2013,4,24,Open,Pan,Blue,Hymenoptera,Apidae,1
27/04/2013,4,24,Open,Pan,Blue,Hymenoptera,Crabronidae,1
27/04/2013,4,24,Open,Pan,Blue,Hymenoptera,Megachilidae,1
27/04/2013,4,24,Open,Pan,Blue,Hymenoptera,Pompilidae,1
27/04/2013,4,24,Shrub,Pan,Blue,Hymenoptera,Chrysididae,1
27/04/2013,4,24,Shrub,Pan,Blue,Hymenoptera,Crabronidae,2
27/04/2013,4,24,Shrub,Pan,Blue,Hymenoptera,Megachilidae,2
27/04/2013,4,25,Open,Pan,White,Coleoptera,melyridae,2
27/04/2013,4,25,Open,Pan,White,Diptera,Bombyliidae,1
27/04/2013,4,25,Open,Pan,White,Diptera,Tachinidae,1
27/04/2013,4,25,Open,Pan,White,Hemiptera,Geocoridae,1
27/04/2013,4,25,Open,Pan,White,Hemiptera,Rhopalidae,1
27/04/2013,4,25,Open,Pan,White,Hymenoptera,Crabronidae,3
27/04/2013,4,25,Shrub,Pan,White,Hemiptera,Rhopalidae,2
27/04/2013,4,25,Shrub,Pan,White,Hymenoptera,Apidae,1
27/04/2013,4,25,Shrub,Pan,White,Hymenoptera,Chrysididae,1
27/04/2013,4,25,Shrub,Pan,White,Hymenoptera,Crabronidae,4
27/04/2013,4,25,Shrub,Pan,White,Hymenoptera,Megachilidae,1
27/04/2013,4,25,Shrub,Pan,White,Hymenoptera,Pompilidae,3
27/04/2013,4,26,Open,Pan,Yellow,Diptera,Tachinidae,1
27/04/2013,4,26,Open,Pan,Yellow,Hemiptera,Rhopalidae,3
27/04/2013,4,26,Open,Pan,Yellow,Hymenoptera,Crabronidae,1
27/04/2013,4,26,Shrub,Pan,Yellow,Coleoptera,Meloidae,1
27/04/2013,4,26,Shrub,Pan,Yellow,Diptera,Sarcophagidae,1
27/04/2013,4,26,Shrub,Pan,Yellow,Diptera,Tachinidae,2
27/04/2013,4,26,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,2
27/04/2013,4,26,Shrub,Pan,Yellow,Hymenoptera,Formicidae,6
27/04/2013,4,26,Shrub,Pan,Yellow,Hymenoptera,Megachilidae,1
27/04/2013,4,27,Open,Pan,Blue,Coleoptera,melyridae,8
27/04/2013,4,27,Open,Pan,Blue,Hymenoptera,Crabronidae,2
27/04/2013,4,27,Open,Pan,Blue,Hymenoptera,Megachilidae,5
27/04/2013,4,27,Open,Pan,Blue,Hymenoptera,Vespidae,1
27/04/2013,4,27,Shrub,Pan,Blue,Coleoptera,melyridae,5
27/04/2013,4,27,Shrub,Pan,Blue,Diptera,Tachinidae,1
27/04/2013,4,27,Shrub,Pan,Blue,Hymenoptera,Andrenidae,1
27/04/2013,4,27,Shrub,Pan,Blue,Hymenoptera,Crabronidae,2
27/04/2013,4,27,Shrub,Pan,Blue,Hymenoptera,Megachilidae,1
27/04/2013,4,27,Shrub,Pan,Blue,Hymenoptera,Pompilidae,1
27/04/2013,4,28,Open,Pan,White,Coleoptera,melyridae,11
27/04/2013,4,28,Open,Pan,White,Hymenoptera,Chrysididae,1
27/04/2013,4,28,Open,Pan,White,Hymenoptera,Sphecidae,1
27/04/2013,4,28,Shrub,Pan,White,Coleoptera,melyridae,5
27/04/2013,4,28,Shrub,Pan,White,Diptera,Bombyliidae,1
27/04/2013,4,28,Shrub,Pan,White,Diptera,Tachinidae,1
27/04/2013,4,28,Shrub,Pan,White,Hymenoptera,Crabronidae,3
27/04/2013,4,28,Shrub,Pan,White,Hymenoptera,Megachilidae,2
27/04/2013,4,29,Open,Pan,Yellow,Diptera,Tachinidae,1
27/04/2013,4,29,Open,Pan,Yellow,Hemiptera,Miridae,1
27/04/2013,4,29,Open,Pan,Yellow,Hemiptera,Rhopalidae,1
27/04/2013,4,29,Open,Pan,Yellow,Hymenoptera,Chalcididae,2
27/04/2013,4,29,Open,Pan,Yellow,Hymenoptera,Chrysididae,1
27/04/2013,4,29,Open,Pan,Yellow,Hymenoptera,Crabronidae,2
27/04/2013,4,29,Open,Pan,Yellow,Hymenoptera,Formicidae,2
27/04/2013,4,29,Open,Pan,Yellow,Hymenoptera,Megachilidae,1
27/04/2013,4,29,Shrub,Pan,Yellow,Diptera,Sarcophagidae,1
27/04/2013,4,29,Shrub,Pan,Yellow,Diptera,Tachinidae,1
27/04/2013,4,29,Shrub,Pan,Yellow,Hemiptera,Rhopalidae,2
27/04/2013,4,29,Shrub,Pan,Yellow,Hymenoptera,Chrysididae,1
27/04/2013,4,29,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,3
27/04/2013,4,30,Open,Pan,Blue,Coleoptera,melyridae,5
27/04/2013,4,30,Open,Pan,Blue,Diptera,Tachinidae,1
27/04/2013,4,30,Open,Pan,Blue,Hemiptera,Geocoridae,1
27/04/2013,4,30,Open,Pan,Blue,Hymenoptera,Crabronidae,1
27/04/2013,4,30,Open,Pan,Blue,Hymenoptera,Formicidae,1
27/04/2013,4,30,Open,Pan,Blue,Hymenoptera,Halictidae,1
27/04/2013,4,30,Open,Pan,Blue,Hymenoptera,Megachilidae,3
27/04/2013,4,30,Shrub,Pan,Blue,Coleoptera,melyridae,4
27/04/2013,4,30,Shrub,Pan,Blue,Diptera,Bombyliidae,1
27/04/2013,4,30,Shrub,Pan,Blue,Diptera,Tachinidae,1
27/04/2013,4,30,Shrub,Pan,Blue,Hemiptera,Rhopalidae,5
27/04/2013,4,30,Shrub,Pan,Blue,Hymenoptera,Chrysididae,1
27/04/2013,4,30,Shrub,Pan,Blue,Hymenoptera,Crabronidae,6
28/04/2013,5,1,Open,Pan,Blue,Coleoptera,melyridae,2
28/04/2013,5,1,Open,Pan,Blue,Diptera,Rhagionidae,1
28/04/2013,5,1,Open,Pan,Blue,Hymenoptera,Andrenidae,1
28/04/2013,5,1,Open,Pan,Blue,Hymenoptera,Crabronidae,3
28/04/2013,5,1,Open,Pan,Blue,Hymenoptera,Megachilidae,3
28/04/2013,5,1,Shrub,Pan,Blue,Coleoptera,Meloidae,1
28/04/2013,5,1,Shrub,Pan,Blue,Coleoptera,melyridae,4
28/04/2013,5,1,Shrub,Pan,Blue,Hymenoptera,Bradynobaenidae,1
28/04/2013,5,1,Shrub,Pan,Blue,Hymenoptera,Chrysididae,1
28/04/2013,5,1,Shrub,Pan,Blue,Hymenoptera,Crabronidae,2
28/04/2013,5,1,Shrub,Pan,Blue,Hymenoptera,Formicidae,4
28/04/2013,5,1,Shrub,Pan,Blue,Hymenoptera,Megachilidae,2
28/04/2013,5,1,Shrub,Pan,Blue,Hymenoptera,Sphecidae,1
28/04/2013,5,2,Open,Pan,Yellow,Diptera,Muscidae,1
28/04/2013,5,2,Open,Pan,Yellow,Hemiptera,Rhopalidae,1
28/04/2013,5,2,Open,Pan,Yellow,Hymenoptera,Chrysididae,1
28/04/2013,5,2,Open,Pan,Yellow,Hymenoptera,Crabronidae,2
28/04/2013,5,2,Open,Pan,Yellow,Hymenoptera,Halictidae,1
28/04/2013,5,2,Shrub,Pan,Yellow,Coleoptera,melyridae,1
28/04/2013,5,2,Shrub,Pan,Yellow,Diptera,Tachinidae,1
28/04/2013,5,2,Shrub,Pan,Yellow,Hemiptera,Rhopalidae,2
28/04/2013,5,2,Shrub,Pan,Yellow,Hymenoptera,Andrenidae,2
28/04/2013,5,2,Shrub,Pan,Yellow,Hymenoptera,Chrysididae,1
28/04/2013,5,2,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,3
28/04/2013,5,3,Open,Pan,White,Coleoptera,melyridae,11
28/04/2013,5,3,Open,Pan,White,Diptera,Tachinidae,1
28/04/2013,5,3,Open,Pan,White,Hymenoptera,Andrenidae,1
28/04/2013,5,3,Open,Pan,White,Hymenoptera,Chrysididae,1
28/04/2013,5,3,Open,Pan,White,Hymenoptera,Crabronidae,1
28/04/2013,5,3,Shrub,Pan,White,Coleoptera,melyridae,14
28/04/2013,5,3,Shrub,Pan,White,Diptera,Asilidae,1
28/04/2013,5,3,Shrub,Pan,White,Diptera,Bombyliidae,1
28/04/2013,5,3,Shrub,Pan,White,Hymenoptera,Apidae,1
28/04/2013,5,3,Shrub,Pan,White,Hymenoptera,Crabronidae,2
28/04/2013,5,3,Shrub,Pan,White,Hymenoptera,Halictidae,1
28/04/2013,5,4,Open,Pan,Blue,Coleoptera,melyridae,3
28/04/2013,5,4,Open,Pan,Blue,Hemiptera,Geocoridae,1
28/04/2013,5,4,Open,Pan,Blue,Hemiptera,Rhopalidae,1
28/04/2013,5,4,Open,Pan,Blue,Hymenoptera,Chrysididae,1
28/04/2013,5,4,Open,Pan,Blue,Hymenoptera,Crabronidae,1
28/04/2013,5,4,Open,Pan,Blue,Hymenoptera,Megachilidae,1
28/04/2013,5,4,Shrub,Pan,Blue,Coleoptera,melyridae,4
28/04/2013,5,4,Shrub,Pan,Blue,Diptera,Muscidae,2
28/04/2013,5,4,Shrub,Pan,Blue,Hymenoptera,Apidae,1
28/04/2013,5,4,Shrub,Pan,Blue,Hymenoptera,Chrysididae,1
28/04/2013,5,4,Shrub,Pan,Blue,Hymenoptera,Crabronidae,2
28/04/2013,5,5,Open,Pan,Yellow,Coleoptera,melyridae,1
28/04/2013,5,5,Open,Pan,Yellow,Diptera,Muscidae,1
28/04/2013,5,5,Open,Pan,Yellow,Diptera,Tachinidae,2
28/04/2013,5,5,Open,Pan,Yellow,Hemiptera,Cicadellidae,1
28/04/2013,5,5,Open,Pan,Yellow,Hemiptera,Rhopalidae,2
28/04/2013,5,5,Open,Pan,Yellow,Hymenoptera,Crabronidae,2
28/04/2013,5,5,Shrub,Pan,Yellow,Coleoptera,melyridae,1
28/04/2013,5,5,Shrub,Pan,Yellow,Diptera,Sarcophagidae,1
28/04/2013,5,5,Shrub,Pan,Yellow,Diptera,Tachinidae,3
28/04/2013,5,5,Shrub,Pan,Yellow,Hymenoptera,Chrysididae,1
28/04/2013,5,5,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,3
28/04/2013,5,5,Shrub,Pan,Yellow,Hymenoptera,Sphecidae,2
28/04/2013,5,6,Open,Pan,White,Coleoptera,melyridae,2
28/04/2013,5,6,Open,Pan,White,Hemiptera,Rhopalidae,1
28/04/2013,5,6,Open,Pan,White,Hymenoptera,Andrenidae,3
28/04/2013,5,6,Open,Pan,White,Hymenoptera,Chalcididae,1
28/04/2013,5,6,Shrub,Pan,White,Coleoptera,melyridae,1
28/04/2013,5,6,Shrub,Pan,White,Hymenoptera,Crabronidae,3
28/04/2013,5,7,Open,Pan,Blue,Coleoptera,melyridae,3
28/04/2013,5,7,Open,Pan,Blue,Hemiptera,Cicadellidae,1
28/04/2013,5,7,Open,Pan,Blue,Hymenoptera,Crabronidae,2
28/04/2013,5,7,Shrub,Pan,Blue,Coleoptera,melyridae,1
28/04/2013,5,7,Shrub,Pan,Blue,Diptera,Muscidae,1
28/04/2013,5,7,Shrub,Pan,Blue,Diptera,Tachinidae,2
28/04/2013,5,7,Shrub,Pan,Blue,Hymenoptera,Crabronidae,1
28/04/2013,5,7,Shrub,Pan,Blue,Hymenoptera,Formicidae,1
28/04/2013,5,7,Shrub,Pan,Blue,Hymenoptera,Megachilidae,1
28/04/2013,5,8,Open,Pan,Yellow,Diptera,Tachinidae,1
28/04/2013,5,8,Open,Pan,Yellow,Hemiptera,Geocoridae,2
28/04/2013,5,8,Open,Pan,Yellow,Hymenoptera,Crabronidae,3
28/04/2013,5,8,Open,Pan,Yellow,Hymenoptera,Formicidae,2
28/04/2013,5,8,Open,Pan,Yellow,Lepidoptera,Pieridae,1
28/04/2013,5,8,Shrub,Pan,Yellow,Coleoptera,melyridae,1
28/04/2013,5,8,Shrub,Pan,Yellow,Hemiptera,Rhopalidae,1
28/04/2013,5,8,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,1
28/04/2013,5,8,Shrub,Pan,Yellow,Hymenoptera,Sphecidae,2
28/04/2013,5,9,Open,Pan,White,Coleoptera,melyridae,2
28/04/2013,5,9,Open,Pan,White,Diptera,Bombyliidae,1
28/04/2013,5,9,Open,Pan,White,Diptera,Tachinidae,1
28/04/2013,5,9,Open,Pan,White,Hymenoptera,Apidae,1
28/04/2013,5,9,Open,Pan,White,Hymenoptera,Crabronidae,1
28/04/2013,5,9,Shrub,Pan,White,Coleoptera,melyridae,1
28/04/2013,5,9,Shrub,Pan,White,Diptera,Muscidae,1
28/04/2013,5,9,Shrub,Pan,White,Diptera,Tachinidae,1
28/04/2013,5,9,Shrub,Pan,White,Hemiptera,Rhopalidae,1
28/04/2013,5,9,Shrub,Pan,White,Hymenoptera,Bradynobaenidae,2
28/04/2013,5,9,Shrub,Pan,White,Hymenoptera,Crabronidae,7
28/04/2013,5,9,Shrub,Pan,White,Hymenoptera,Formicidae,1
28/04/2013,5,9,Shrub,Pan,White,Hymenoptera,Megachilidae,1
28/04/2013,5,9,Shrub,Pan,White,Hymenoptera,Vespidae,1
28/04/2013,5,10,Open,Pan,Blue,Diptera,Pipunculidae,1
28/04/2013,5,10,Open,Pan,Blue,Hymenoptera,Crabronidae,2
28/04/2013,5,10,Open,Pan,Blue,Hymenoptera,Megachilidae,3
28/04/2013,5,10,Shrub,Pan,Blue,Coleoptera,melyridae,2
28/04/2013,5,10,Shrub,Pan,Blue,Diptera,Muscidae,1
28/04/2013,5,10,Shrub,Pan,Blue,Hymenoptera,Megachilidae,3
28/04/2013,5,11,Open,Pan,Yellow,Coleoptera,melyridae,1
28/04/2013,5,11,Open,Pan,Yellow,Diptera,Asilidae,1
28/04/2013,5,11,Open,Pan,Yellow,Hemiptera,Cicadellidae,3
28/04/2013,5,11,Shrub,Pan,Yellow,Coleoptera,melyridae,2
28/04/2013,5,11,Shrub,Pan,Yellow,Hemiptera,Cicadellidae,1
28/04/2013,5,11,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,2
28/04/2013,5,11,Shrub,Pan,Yellow,Hymenoptera,Pompilidae,1
28/04/2013,5,12,Open,Pan,White,Coleoptera,melyridae,1
28/04/2013,5,12,Open,Pan,White,Diptera,Chloropidae,1
28/04/2013,5,12,Open,Pan,White,Hymenoptera,Chrysididae,2
28/04/2013,5,12,Shrub,Pan,White,Coleoptera,Meloidae,1
28/04/2013,5,12,Shrub,Pan,White,Coleoptera,melyridae,4
28/04/2013,5,12,Shrub,Pan,White,Hemiptera,Rhopalidae,1
28/04/2013,5,12,Shrub,Pan,White,Hymenoptera,Andrenidae,1
28/04/2013,5,12,Shrub,Pan,White,Hymenoptera,Crabronidae,3
28/04/2013,5,13,Open,Pan,Blue,Diptera,Bombyliidae,1
28/04/2013,5,13,Open,Pan,Blue,Hymenoptera,Apidae,1
28/04/2013,5,13,Open,Pan,Blue,Hymenoptera,Crabronidae,1
28/04/2013,5,13,Open,Pan,Blue,Hymenoptera,Halictidae,1
28/04/2013,5,13,Open,Pan,Blue,Hymenoptera,Pompilidae,1
28/04/2013,5,13,Shrub,Pan,Blue,Diptera,Tachinidae,1
28/04/2013,5,13,Shrub,Pan,Blue,Hemiptera,Cicadellidae,1
28/04/2013,5,13,Shrub,Pan,Blue,Hymenoptera,Crabronidae,2
28/04/2013,5,13,Shrub,Pan,Blue,Hymenoptera,Megachilidae,3
28/04/2013,5,14,Open,Pan,Yellow,Hemiptera,Cicadellidae,1
28/04/2013,5,14,Open,Pan,Yellow,Hemiptera,Geocoridae,1
28/04/2013,5,14,Open,Pan,Yellow,Hymenoptera,Crabronidae,4
28/04/2013,5,14,Shrub,Pan,Yellow,Coleoptera,melyridae,1
28/04/2013,5,14,Shrub,Pan,Yellow,Coleoptera,Mordellidae,1
28/04/2013,5,14,Shrub,Pan,Yellow,Diptera,Sarcophagidae,1
28/04/2013,5,14,Shrub,Pan,Yellow,Diptera,Tachinidae,1
28/04/2013,5,14,Shrub,Pan,Yellow,Hemiptera,Cicadellidae,2
28/04/2013,5,14,Shrub,Pan,Yellow,Hemiptera,Rhopalidae,1
28/04/2013,5,14,Shrub,Pan,Yellow,Hymenoptera,Chrysididae,2
28/04/2013,5,14,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,4
28/04/2013,5,15,Open,Pan,White,Coleoptera,melyridae,4
28/04/2013,5,15,Open,Pan,White,Hymenoptera,Crabronidae,3
28/04/2013,5,15,Shrub,Pan,White,Diptera,Chloropidae,1
28/04/2013,5,15,Shrub,Pan,White,Diptera,Muscidae,1
28/04/2013,5,15,Shrub,Pan,White,Diptera,Sarcophagidae,1
28/04/2013,5,15,Shrub,Pan,White,Diptera,Tachinidae,3
28/04/2013,5,15,Shrub,Pan,White,Hymenoptera,Bradynobaenidae,2
28/04/2013,5,15,Shrub,Pan,White,Hymenoptera,Crabronidae,3
28/04/2013,5,15,Shrub,Pan,White,Hymenoptera,Megachilidae,1
28/04/2013,5,16,Open,Pan,Blue,Hymenoptera,Andrenidae,2
28/04/2013,5,16,Open,Pan,Blue,Hymenoptera,Crabronidae,1
28/04/2013,5,16,Open,Pan,Blue,Hymenoptera,Megachilidae,2
28/04/2013,5,16,Shrub,Pan,Blue,Coleoptera,melyridae,1
28/04/2013,5,16,Shrub,Pan,Blue,Hymenoptera,Formicidae,2
28/04/2013,5,16,Shrub,Pan,Blue,Hymenoptera,Halictidae,1
28/04/2013,5,16,Shrub,Pan,Blue,Hymenoptera,Megachilidae,1
28/04/2013,5,17,Open,Pan,Yellow,Hymenoptera,Crabronidae,8
28/04/2013,5,17,Shrub,Pan,Yellow,Coleoptera,melyridae,2
28/04/2013,5,17,Shrub,Pan,Yellow,Diptera,Sarcophagidae,1
28/04/2013,5,17,Shrub,Pan,Yellow,Diptera,Tachinidae,2
28/04/2013,5,17,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,3
28/04/2013,5,18,Open,Pan,White,Coleoptera,melyridae,4
28/04/2013,5,18,Open,Pan,White,Hymenoptera,Crabronidae,1
28/04/2013,5,18,Shrub,Pan,White,Coleoptera,melyridae,1
28/04/2013,5,18,Shrub,Pan,White,Diptera,Chloropidae,1
28/04/2013,5,18,Shrub,Pan,White,Hemiptera,Rhopalidae,1
28/04/2013,5,18,Shrub,Pan,White,Hymenoptera,Crabronidae,1
28/04/2013,5,18,Shrub,Pan,White,Hymenoptera,Megachilidae,1
28/04/2013,5,19,Open,Pan,Blue,Coleoptera,melyridae,2
28/04/2013,5,19,Open,Pan,Blue,Hymenoptera,Megachilidae,2
28/04/2013,5,19,Shrub,Pan,White,Coleoptera,melyridae,2
28/04/2013,5,19,Shrub,Pan,White,Diptera,Tachinidae,1
28/04/2013,5,19,Shrub,Pan,White,Hymenoptera,Andrenidae,1
28/04/2013,5,19,Shrub,Pan,White,Hymenoptera,Crabronidae,1
28/04/2013,5,19,Shrub,Pan,White,Hymenoptera,Halictidae,1
28/04/2013,5,19,Shrub,Pan,White,Hymenoptera,Megachilidae,1
28/04/2013,5,20,Open,Pan,Yellow,Coleoptera,melyridae,1
28/04/2013,5,20,Open,Pan,Yellow,Hymenoptera,Crabronidae,2
28/04/2013,5,20,Shrub,Pan,Yellow,Coleoptera,melyridae,1
28/04/2013,5,20,Shrub,Pan,Yellow,Diptera,Tachinidae,1
28/04/2013,5,20,Shrub,Pan,Yellow,Hemiptera,Cicadellidae,2
28/04/2013,5,20,Shrub,Pan,Yellow,Hymenoptera,Bethylidae,1
28/04/2013,5,20,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,2
28/04/2013,5,20,Shrub,Pan,Yellow,Hymenoptera,Pompilidae,1
28/04/2013,5,21,Shrub,Pan,White,Coleoptera,melyridae,1
28/04/2013,5,21,Shrub,Pan,White,Diptera,Chloropidae,1
28/04/2013,5,21,Shrub,Pan,White,Diptera,Muscidae,1
28/04/2013,5,21,Shrub,Pan,White,Diptera,Tachinidae,2
28/04/2013,5,21,Shrub,Pan,White,Hymenoptera,Crabronidae,3
28/04/2013,5,21,Shrub,Pan,White,Hymenoptera,Formicidae,5
28/04/2013,5,21,Shrub,Pan,White,Hymenoptera,Pompilidae,1
28/04/2013,5,21,Shrub,Pan,White,Hymenoptera ,Bombyliidae,1
28/04/2013,5,21,Open,Pan,White,,,0
28/04/2013,5,22,Open,Pan,Blue,Coleoptera,melyridae,1
28/04/2013,5,22,Open,Pan,Blue,Diptera,Bombyliidae,1
28/04/2013,5,22,Open,Pan,Blue,Hemiptera,Cicadellidae,1
28/04/2013,5,22,Open,Pan,Blue,Hymenoptera,Crabronidae,2
28/04/2013,5,22,Open,Pan,Blue,Hymenoptera,Formicidae,1
28/04/2013,5,22,Shrub,Pan,Blue,Hymenoptera,Apidae,1
28/04/2013,5,22,Shrub,Pan,Blue,Hymenoptera,Crabronidae,3
28/04/2013,5,23,Open,Pan,Yellow,Diptera,Tachinidae,1
28/04/2013,5,23,Open,Pan,Yellow,Hymenoptera,Formicidae,2
28/04/2013,5,23,Open,Pan,Yellow,Hymenoptera,Pompilidae,1
28/04/2013,5,23,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,3
28/04/2013,5,23,Shrub,Pan,Yellow,Hymenoptera,Pompilidae,1
28/04/2013,5,24,Open,Pan,White,Coleoptera,melyridae,3
28/04/2013,5,24,Open,Pan,White,Diptera,Chloropidae,1
28/04/2013,5,24,Open,Pan,White,Diptera,Tephritidae,1
28/04/2013,5,24,Shrub,Pan,White,Diptera,Tachinidae,1
28/04/2013,5,24,Shrub,Pan,White,Hemiptera,Rhopalidae,1
28/04/2013,5,24,Shrub,Pan,White,Hymenoptera,Crabronidae,2
28/04/2013,5,24,Shrub,Pan,White,Hymenoptera,Formicidae,2
28/04/2013,5,24,Shrub,Pan,White,Hymenoptera,Halictidae,1
28/04/2013,5,25,Open,Pan,Blue,Coleoptera,melyridae,1
28/04/2013,5,25,Open,Pan,Blue,Hymenoptera,Megachilidae,1
28/04/2013,5,25,Shrub,Pan,Blue,Diptera,Chloropidae,1
28/04/2013,5,25,Shrub,Pan,Blue,Diptera,Tachinidae,1
28/04/2013,5,25,Shrub,Pan,Blue,Hemiptera,Geocoridae,1
28/04/2013,5,25,Shrub,Pan,Blue,Hymenoptera,Andrenidae,1
28/04/2013,5,25,Shrub,Pan,Blue,Hymenoptera,Crabronidae,2
28/04/2013,5,25,Shrub,Pan,Blue,Hymenoptera,Halictidae,2
28/04/2013,5,26,Open,Pan,Yellow,Hymenoptera,Crabronidae,1
28/04/2013,5,26,Shrub,Pan,Yellow,Coleoptera,melyridae,3
28/04/2013,5,26,Shrub,Pan,Yellow,Diptera,Chloropidae,1
28/04/2013,5,26,Shrub,Pan,Yellow,Hymenoptera,Chrysididae,1
28/04/2013,5,26,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,3
28/04/2013,5,26,Shrub,Pan,Yellow,Hymenoptera,Pompilidae,1
28/04/2013,5,27,Open,Pan,White,Coleoptera,melyridae,3
28/04/2013,5,27,Open,Pan,White,Diptera,Tachinidae,1
28/04/2013,5,27,Open,Pan,White,Hemiptera,Rhopalidae,1
28/04/2013,5,27,Open,Pan,White,Hymenoptera,Andrenidae,1
28/04/2013,5,27,Open,Pan,White,Hymenoptera,Apidae,1
28/04/2013,5,27,Shrub,Pan,White,Coleoptera,melyridae,1
28/04/2013,5,27,Shrub,Pan,White,Diptera,Tachinidae,1
28/04/2013,5,27,Shrub,Pan,White,Hemiptera,Rhopalidae,1
28/04/2013,5,27,Shrub,Pan,White,Hymenoptera,Halictidae,1
28/04/2013,5,27,Shrub,Pan,White,Hymenoptera,Megachilidae,1
28/04/2013,5,28,Open,Pan,Blue,Coleoptera,melyridae,4
28/04/2013,5,28,Open,Pan,Blue,Hemiptera,Cicadellidae,1
28/04/2013,5,28,Open,Pan,Blue,Hemiptera,Rhopalidae,1
28/04/2013,5,28,Open,Pan,Blue,Hymenoptera,Andrenidae,1
28/04/2013,5,28,Open,Pan,Blue,Hymenoptera,Chrysididae,1
28/04/2013,5,28,Open,Pan,Blue,Hymenoptera,Crabronidae,1
28/04/2013,5,28,Open,Pan,Blue,Hymenoptera,Megachilidae,1
28/04/2013,5,28,Open,Pan,Blue,Hymenoptera,Sphecidae,1
28/04/2013,5,28,Shrub,Pan,Blue,Coleoptera,melyridae,2
28/04/2013,5,28,Shrub,Pan,Blue,Diptera,Tachinidae,3
28/04/2013,5,28,Shrub,Pan,Blue,Hymenoptera,Formicidae,1
28/04/2013,5,29,Open,Pan,Yellow,Coleoptera,melyridae,1
28/04/2013,5,29,Open,Pan,Yellow,Diptera,Asilidae,1
28/04/2013,5,29,Open,Pan,Yellow,Hemiptera,Rhopalidae,1
28/04/2013,5,29,Open,Pan,Yellow,Hymenoptera,Crabronidae,5
28/04/2013,5,29,Shrub,Pan,Yellow,Diptera,Tachinidae,1
28/04/2013,5,29,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,2
28/04/2013,5,29,Shrub,Pan,Yellow,Hymenoptera,Formicidae,3
28/04/2013,5,29,Shrub,Pan,Yellow,Hymenoptera,Sphecidae,1
28/04/2013,5,30,Open,Pan,White,Coleoptera,Glaphyridae,1
28/04/2013,5,30,Open,Pan,White,Coleoptera,melyridae,7
28/04/2013,5,30,Open,Pan,White,Hemiptera,Rhopalidae,1
28/04/2013,5,30,Open,Pan,White,Hymenoptera,Andrenidae,1
28/04/2013,5,30,Open,Pan,White,Hymenoptera,Crabronidae,1
28/04/2013,5,30,Open,Pan,White,Hymenoptera,Halictidae,1
28/04/2013,5,30,Shrub,Pan,White,Coleoptera,melyridae,3
28/04/2013,5,30,Shrub,Pan,White,Diptera,Muscidae,1
28/04/2013,5,30,Shrub,Pan,White,Diptera,Tachinidae,1
28/04/2013,5,30,Shrub,Pan,White,Hemiptera,Geocoridae,3
28/04/2013,5,30,Shrub,Pan,White,Hymenoptera,Chrysididae,1
28/04/2013,5,30,Shrub,Pan,White,Hymenoptera,Crabronidae,4
29/04/2013,6,1,Open,Pan,White,Coleoptera,melyridae,9
29/04/2013,6,1,Open,Pan,White,Diptera,Bombyliidae,1
29/04/2013,6,1,Open,Pan,White,Hemiptera,Rhopalidae,1
29/04/2013,6,1,Open,Pan,White,Hymenoptera,Chalcididae,1
29/04/2013,6,1,Shrub,Pan,White,Coleoptera,melyridae,4
29/04/2013,6,1,Shrub,Pan,White,Hymenoptera,Andrenidae,1
29/04/2013,6,1,Shrub,Pan,White,Hymenoptera,Crabronidae,2
29/04/2013,6,1,Shrub,Pan,White,Hymenoptera,Formicidae,2
29/04/2013,6,1,Shrub,Pan,White,Hymenoptera,Pompilidae,1
29/04/2013,6,2,Open,Pan,Yellow,Hymenoptera,Crabronidae,7
29/04/2013,6,2,Shrub,Pan,Yellow,Coleoptera,Meloidae,1
29/04/2013,6,2,Shrub,Pan,Yellow,Coleoptera,melyridae,1
29/04/2013,6,2,Shrub,Pan,Yellow,Diptera,Tachinidae,1
29/04/2013,6,2,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,3
29/04/2013,6,2,Shrub,Pan,Yellow,Hymenoptera,Sphecidae,1
29/04/2013,6,3,Open,Pan,Blue,Coleoptera,Meloidae,1
29/04/2013,6,3,Open,Pan,Blue,Coleoptera,melyridae,2
29/04/2013,6,3,Open,Pan,Blue,Hymenoptera,Crabronidae,2
29/04/2013,6,3,Open,Pan,Blue,Hymenoptera,Megachilidae,2
29/04/2013,6,3,Shrub,Pan,Blue,Hymenoptera,Chrysididae,2
29/04/2013,6,3,Shrub,Pan,Blue,Hymenoptera,Crabronidae,4
29/04/2013,6,3,Shrub,Pan,Blue,Hymenoptera,Formicidae,1
29/04/2013,6,3,Shrub,Pan,Blue,Hymenoptera,Halictidae,1
29/04/2013,6,4,Open,Pan,White,Coleoptera,melyridae,7
29/04/2013,6,4,Open,Pan,White,Hymenoptera,Crabronidae,2
